id,doctor_id,date,start_time,finish_time
204,4,2024-04-28,12:30:00,13:00:00
205,4,2024-04-26,18:00:00,18:30:00
206,4,2024-05-05,18:00:00,18:30:00
207,4,2024-05-28,08:30:00,09:00:00
208,4,2024-05-28,15:00:00,15:30:00
209,4,2024-05-30,10:30:00,11:00:00
210,4,2024-05-06,10:30:00,11:00:00
211,4,2024-05-27,16:30:00,17:00:00
212,4,2024-05-08,17:00:00,17:30:00
213,4,2024-05-31,19:00:00,19:30:00
214,4,2024-05-24,14:30:00,15:00:00
215,4,2024-05-23,17:30:00,18:00:00
216,4,2024-05-28,14:00:00,14:30:00
217,4,2024-05-10,10:00:00,10:30:00
218,4,2024-05-08,11:30:00,12:00:00
219,4,2024-05-12,16:30:00,17:00:00
220,4,2024-05-27,12:30:00,13:00:00
221,4,2024-05-21,10:00:00,10:30:00
222,4,2024-05-22,15:00:00,15:30:00
223,4,2024-05-19,11:30:00,12:00:00
224,4,2024-06-07,11:00:00,11:30:00
225,4,2024-06-03,19:30:00,20:00:00
226,4,2024-06-28,10:30:00,11:00:00
227,4,2024-06-01,12:00:00,12:30:00
228,4,2024-06-29,20:30:00,21:00:00
229,4,2024-06-27,13:30:00,14:00:00
230,4,2024-06-15,19:00:00,19:30:00
231,4,2024-06-12,13:00:00,13:30:00
232,4,2024-06-26,19:30:00,20:00:00
233,4,2024-06-24,10:00:00,10:30:00
234,4,2024-06-09,13:30:00,14:00:00
235,4,2024-06-14,12:00:00,12:30:00
236,4,2024-06-07,15:00:00,15:30:00
237,4,2024-06-30,10:30:00,11:00:00
238,4,2024-06-16,16:30:00,17:00:00
239,4,2024-06-17,12:00:00,12:30:00
240,4,2024-06-19,17:00:00,17:30:00
241,4,2024-07-23,11:00:00,11:30:00
242,4,2024-07-08,19:00:00,19:30:00
243,4,2024-07-16,17:30:00,18:00:00
244,4,2024-07-12,09:00:00,09:30:00
245,4,2024-07-05,17:00:00,17:30:00
246,4,2024-07-25,15:30:00,16:00:00
247,4,2024-07-05,11:30:00,12:00:00
248,4,2024-07-01,21:30:00,22:00:00
249,4,2024-07-23,18:00:00,18:30:00
250,4,2024-07-28,10:30:00,11:00:00
251,4,2024-07-25,13:30:00,14:00:00
252,4,2024-07-13,21:30:00,22:00:00
253,4,2024-07-28,19:30:00,20:00:00
254,5,2024-04-27,12:00:00,12:30:00
255,5,2024-04-28,18:30:00,19:00:00
256,5,2024-04-23,17:00:00,17:30:00
257,5,2024-04-23,21:00:00,21:30:00
258,5,2024-04-21,20:30:00,21:00:00
259,5,2024-04-15,08:30:00,09:00:00
260,5,2024-04-02,20:30:00,21:00:00
261,5,2024-04-26,10:00:00,10:30:00
262,5,2024-04-20,11:00:00,11:30:00
263,5,2024-04-06,20:00:00,20:30:00
264,5,2024-04-17,20:00:00,20:30:00
265,5,2024-04-10,08:30:00,09:00:00
266,5,2024-05-01,08:30:00,09:00:00
267,5,2024-04-09,19:30:00,20:00:00
268,5,2024-04-27,16:30:00,17:00:00
269,5,2024-04-27,14:30:00,15:00:00
270,5,2024-04-07,21:30:00,22:00:00
271,5,2024-05-02,19:30:00,20:00:00
272,5,2024-05-13,16:00:00,16:30:00
273,5,2024-05-12,19:00:00,19:30:00
274,5,2024-05-25,14:30:00,15:00:00
275,5,2024-05-20,17:30:00,18:00:00
276,5,2024-05-27,13:30:00,14:00:00
277,5,2024-05-26,19:00:00,19:30:00
278,5,2024-05-20,16:00:00,16:30:00
279,5,2024-05-11,15:30:00,16:00:00
280,5,2024-05-27,11:30:00,12:00:00
281,5,2024-05-22,18:00:00,18:30:00
282,5,2024-05-24,11:30:00,12:00:00
283,5,2024-05-04,08:30:00,09:00:00
284,5,2024-05-20,21:00:00,21:30:00
285,5,2024-05-12,19:00:00,19:30:00
286,5,2024-05-24,18:30:00,19:00:00
287,5,2024-05-20,16:00:00,16:30:00
288,5,2024-05-18,11:30:00,12:00:00
289,5,2024-05-25,13:00:00,13:30:00
290,5,2024-05-12,15:00:00,15:30:00
291,5,2024-06-16,13:30:00,14:00:00
292,5,2024-06-24,10:00:00,10:30:00
293,5,2024-06-18,19:00:00,19:30:00
294,5,2024-06-29,16:00:00,16:30:00
295,5,2024-06-24,17:30:00,18:00:00
296,5,2024-06-21,21:00:00,21:30:00
297,5,2024-06-26,11:30:00,12:00:00
298,5,2024-06-13,11:30:00,12:00:00
299,5,2024-06-14,08:30:00,09:00:00
300,5,2024-06-16,11:00:00,11:30:00
301,5,2024-06-24,09:00:00,09:30:00
302,5,2024-06-06,13:30:00,14:00:00
303,5,2024-06-16,17:30:00,18:00:00
304,5,2024-06-23,16:00:00,16:30:00
305,5,2024-06-19,21:00:00,21:30:00
306,5,2024-06-18,10:00:00,10:30:00
307,5,2024-07-21,20:30:00,21:00:00
308,5,2024-07-21,19:00:00,19:30:00
309,5,2024-07-09,16:30:00,17:00:00
310,5,2024-07-24,19:30:00,20:00:00
311,5,2024-07-16,13:00:00,13:30:00
312,5,2024-07-03,14:00:00,14:30:00
313,5,2024-07-07,21:30:00,22:00:00
314,5,2024-07-25,08:00:00,08:30:00
315,5,2024-07-21,20:30:00,21:00:00
316,5,2024-07-16,16:30:00,17:00:00
317,5,2024-07-07,21:00:00,21:30:00
318,6,2024-04-03,08:30:00,09:00:00
319,6,2024-04-30,19:00:00,19:30:00
320,6,2024-04-10,16:00:00,16:30:00
321,6,2024-04-30,12:00:00,12:30:00
322,6,2024-04-17,20:30:00,21:00:00
323,6,2024-04-19,08:30:00,09:00:00
324,6,2024-05-01,20:30:00,21:00:00
325,6,2024-04-12,09:00:00,09:30:00
326,6,2024-04-21,19:00:00,19:30:00
327,6,2024-04-10,16:30:00,17:00:00
328,6,2024-04-29,08:30:00,09:00:00
329,6,2024-04-21,21:30:00,22:00:00
330,6,2024-05-17,12:00:00,12:30:00
331,6,2024-05-06,19:00:00,19:30:00
332,6,2024-05-05,14:30:00,15:00:00
333,6,2024-05-18,17:30:00,18:00:00
334,6,2024-05-08,13:30:00,14:00:00
335,6,2024-05-21,13:00:00,13:30:00
336,6,2024-05-25,18:00:00,18:30:00
337,6,2024-05-14,15:00:00,15:30:00
338,6,2024-05-13,20:30:00,21:00:00
339,6,2024-05-12,12:00:00,12:30:00
340,6,2024-05-18,12:30:00,13:00:00
341,6,2024-05-05,12:00:00,12:30:00
342,6,2024-05-28,11:00:00,11:30:00
343,6,2024-05-21,09:00:00,09:30:00
344,6,2024-05-19,12:00:00,12:30:00
345,6,2024-05-21,15:30:00,16:00:00
346,6,2024-05-18,19:30:00,20:00:00
347,6,2024-05-30,16:00:00,16:30:00
348,6,2024-06-10,18:00:00,18:30:00
349,6,2024-06-29,09:00:00,09:30:00
350,6,2024-06-10,09:30:00,10:00:00
351,6,2024-06-23,11:00:00,11:30:00
352,6,2024-06-11,19:30:00,20:00:00
353,6,2024-06-30,19:30:00,20:00:00
354,6,2024-06-11,15:30:00,16:00:00
355,6,2024-06-26,20:00:00,20:30:00
356,6,2024-06-30,11:00:00,11:30:00
357,6,2024-06-04,10:00:00,10:30:00
358,6,2024-06-18,09:30:00,10:00:00
359,6,2024-06-17,13:30:00,14:00:00
360,6,2024-06-10,20:00:00,20:30:00
361,6,2024-06-10,13:00:00,13:30:00
362,6,2024-06-28,21:00:00,21:30:00
363,6,2024-06-04,08:00:00,08:30:00
364,6,2024-06-02,13:30:00,14:00:00
365,6,2024-06-22,14:00:00,14:30:00
366,6,2024-06-27,09:00:00,09:30:00
367,6,2024-07-28,18:00:00,18:30:00
368,6,2024-07-30,12:30:00,13:00:00
369,6,2024-07-15,11:00:00,11:30:00
370,6,2024-07-27,12:00:00,12:30:00
371,6,2024-07-14,20:30:00,21:00:00
372,6,2024-07-15,20:30:00,21:00:00
373,6,2024-07-17,09:30:00,10:00:00
374,6,2024-07-20,21:30:00,22:00:00
375,6,2024-07-22,13:30:00,14:00:00
376,6,2024-07-07,14:30:00,15:00:00
377,6,2024-07-08,10:30:00,11:00:00
378,6,2024-07-18,16:00:00,16:30:00
379,6,2024-07-30,21:00:00,21:30:00
380,6,2024-07-11,13:30:00,14:00:00
381,6,2024-07-12,08:30:00,09:00:00
382,6,2024-07-20,18:30:00,19:00:00
383,6,2024-07-07,09:00:00,09:30:00
384,6,2024-07-29,12:30:00,13:00:00
385,6,2024-07-10,13:30:00,14:00:00
386,6,2024-07-15,13:00:00,13:30:00
387,7,2024-04-08,20:00:00,20:30:00
388,7,2024-04-07,13:00:00,13:30:00
389,7,2024-04-02,17:30:00,18:00:00
390,7,2024-05-01,14:30:00,15:00:00
391,7,2024-04-05,16:30:00,17:00:00
392,7,2024-04-10,20:00:00,20:30:00
393,7,2024-04-21,19:00:00,19:30:00
394,7,2024-04-09,08:30:00,09:00:00
395,7,2024-04-22,12:00:00,12:30:00
396,7,2024-04-22,19:30:00,20:00:00
397,7,2024-04-29,19:00:00,19:30:00
398,7,2024-04-05,10:30:00,11:00:00
399,7,2024-04-17,14:00:00,14:30:00
400,7,2024-04-08,16:00:00,16:30:00
401,7,2024-05-05,16:30:00,17:00:00
402,7,2024-05-13,12:30:00,13:00:00
403,7,2024-05-31,20:00:00,20:30:00
404,7,2024-05-09,21:30:00,22:00:00
405,7,2024-05-07,17:30:00,18:00:00
406,7,2024-05-04,15:30:00,16:00:00
407,7,2024-05-20,13:30:00,14:00:00
408,7,2024-05-14,11:30:00,12:00:00
409,7,2024-05-23,09:00:00,09:30:00
410,7,2024-05-26,13:00:00,13:30:00
411,7,2024-05-17,17:30:00,18:00:00
412,7,2024-05-05,11:30:00,12:00:00
413,7,2024-05-17,11:00:00,11:30:00
414,7,2024-05-09,15:30:00,16:00:00
415,7,2024-05-07,12:30:00,13:00:00
416,7,2024-05-24,19:30:00,20:00:00
417,7,2024-05-20,09:30:00,10:00:00
418,7,2024-05-20,18:00:00,18:30:00
419,7,2024-05-04,08:00:00,08:30:00
420,7,2024-06-13,10:00:00,10:30:00
421,7,2024-06-02,11:00:00,11:30:00
422,7,2024-06-15,09:00:00,09:30:00
423,7,2024-06-24,12:30:00,13:00:00
424,7,2024-06-06,20:30:00,21:00:00
425,7,2024-06-16,21:00:00,21:30:00
426,7,2024-06-25,13:30:00,14:00:00
427,7,2024-06-29,19:30:00,20:00:00
428,7,2024-06-28,17:00:00,17:30:00
429,7,2024-06-07,17:00:00,17:30:00
430,7,2024-06-22,08:30:00,09:00:00
431,7,2024-06-10,11:30:00,12:00:00
432,7,2024-06-17,09:30:00,10:00:00
433,7,2024-06-09,08:30:00,09:00:00
434,7,2024-06-19,18:00:00,18:30:00
435,7,2024-06-09,18:30:00,19:00:00
436,7,2024-06-16,11:30:00,12:00:00
437,7,2024-06-13,12:00:00,12:30:00
438,7,2024-07-24,14:00:00,14:30:00
439,7,2024-07-11,17:00:00,17:30:00
440,7,2024-07-07,10:00:00,10:30:00
441,7,2024-07-15,09:30:00,10:00:00
442,7,2024-07-11,11:30:00,12:00:00
443,7,2024-07-11,12:30:00,13:00:00
444,7,2024-07-06,16:30:00,17:00:00
445,7,2024-07-20,13:30:00,14:00:00
446,7,2024-07-16,18:30:00,19:00:00
447,7,2024-07-04,18:30:00,19:00:00
448,7,2024-07-20,16:00:00,16:30:00
449,7,2024-07-26,20:00:00,20:30:00
450,7,2024-07-15,11:30:00,12:00:00
451,8,2024-04-04,16:00:00,16:30:00
452,8,2024-04-06,08:30:00,09:00:00
453,8,2024-04-12,19:30:00,20:00:00
454,8,2024-04-13,11:30:00,12:00:00
455,8,2024-04-14,12:30:00,13:00:00
456,8,2024-04-29,18:30:00,19:00:00
457,8,2024-04-25,09:30:00,10:00:00
458,8,2024-04-24,18:30:00,19:00:00
459,8,2024-04-28,14:00:00,14:30:00
460,8,2024-04-27,20:30:00,21:00:00
461,8,2024-04-02,20:00:00,20:30:00
462,8,2024-04-13,14:00:00,14:30:00
463,8,2024-04-23,17:30:00,18:00:00
464,8,2024-04-21,14:00:00,14:30:00
465,8,2024-04-04,16:00:00,16:30:00
466,8,2024-04-04,19:30:00,20:00:00
467,8,2024-05-22,16:30:00,17:00:00
468,8,2024-05-30,12:00:00,12:30:00
469,8,2024-05-31,10:30:00,11:00:00
470,8,2024-05-29,19:30:00,20:00:00
471,8,2024-05-24,19:30:00,20:00:00
472,8,2024-05-31,16:00:00,16:30:00
473,8,2024-05-28,13:30:00,14:00:00
474,8,2024-05-30,19:00:00,19:30:00
475,8,2024-05-28,12:00:00,12:30:00
476,8,2024-05-31,18:00:00,18:30:00
477,8,2024-05-25,09:30:00,10:00:00
478,8,2024-05-07,14:00:00,14:30:00
479,8,2024-05-19,17:00:00,17:30:00
480,8,2024-05-28,16:30:00,17:00:00
481,8,2024-05-03,12:00:00,12:30:00
482,8,2024-05-26,10:00:00,10:30:00
483,8,2024-06-13,12:00:00,12:30:00
484,8,2024-06-09,11:00:00,11:30:00
485,8,2024-06-23,14:30:00,15:00:00
486,8,2024-06-04,17:00:00,17:30:00
487,8,2024-06-09,16:00:00,16:30:00
488,8,2024-06-16,19:00:00,19:30:00
489,8,2024-06-19,20:30:00,21:00:00
490,8,2024-06-03,16:30:00,17:00:00
491,8,2024-06-18,14:30:00,15:00:00
492,8,2024-06-22,21:30:00,22:00:00
493,8,2024-06-02,16:00:00,16:30:00
494,8,2024-07-17,14:00:00,14:30:00
495,8,2024-07-25,08:30:00,09:00:00
496,8,2024-07-22,08:30:00,09:00:00
497,8,2024-07-06,18:00:00,18:30:00
498,8,2024-07-19,13:30:00,14:00:00
499,8,2024-07-04,10:30:00,11:00:00
500,8,2024-07-28,19:30:00,20:00:00
501,8,2024-07-29,19:00:00,19:30:00
502,8,2024-07-18,10:00:00,10:30:00
503,8,2024-07-16,11:00:00,11:30:00
504,8,2024-07-03,08:00:00,08:30:00
505,8,2024-07-25,09:30:00,10:00:00
506,8,2024-07-23,19:00:00,19:30:00
507,8,2024-07-03,13:30:00,14:00:00
508,8,2024-07-29,11:00:00,11:30:00
509,8,2024-07-27,11:00:00,11:30:00
510,8,2024-07-04,17:30:00,18:00:00
511,9,2024-04-28,16:00:00,16:30:00
512,9,2024-04-07,20:30:00,21:00:00
513,9,2024-04-10,16:30:00,17:00:00
514,9,2024-04-26,12:00:00,12:30:00
515,9,2024-04-22,10:30:00,11:00:00
516,9,2024-04-04,11:00:00,11:30:00
517,9,2024-04-07,18:00:00,18:30:00
518,9,2024-04-26,10:30:00,11:00:00
519,9,2024-04-26,19:00:00,19:30:00
520,9,2024-04-20,14:00:00,14:30:00
521,9,2024-04-05,16:30:00,17:00:00
522,9,2024-04-17,18:30:00,19:00:00
523,9,2024-04-12,09:30:00,10:00:00
524,9,2024-04-15,10:00:00,10:30:00
525,9,2024-04-29,11:00:00,11:30:00
526,9,2024-04-07,13:30:00,14:00:00
527,9,2024-04-02,10:00:00,10:30:00
528,9,2024-04-06,09:30:00,10:00:00
529,9,2024-04-20,18:30:00,19:00:00
530,9,2024-05-27,18:30:00,19:00:00
531,9,2024-05-12,19:00:00,19:30:00
532,9,2024-05-21,12:30:00,13:00:00
533,9,2024-05-09,10:30:00,11:00:00
534,9,2024-05-12,14:30:00,15:00:00
535,9,2024-05-13,10:30:00,11:00:00
536,9,2024-05-07,21:00:00,21:30:00
537,9,2024-05-24,15:00:00,15:30:00
538,9,2024-05-15,18:30:00,19:00:00
539,9,2024-05-05,10:30:00,11:00:00
540,9,2024-05-16,09:00:00,09:30:00
541,9,2024-06-26,09:30:00,10:00:00
542,9,2024-06-09,13:00:00,13:30:00
543,9,2024-06-30,16:00:00,16:30:00
544,9,2024-06-15,15:30:00,16:00:00
545,9,2024-06-12,15:00:00,15:30:00
546,9,2024-06-18,14:30:00,15:00:00
547,9,2024-06-08,19:00:00,19:30:00
548,9,2024-06-06,13:00:00,13:30:00
549,9,2024-06-19,12:30:00,13:00:00
550,9,2024-06-24,08:00:00,08:30:00
551,9,2024-06-01,10:00:00,10:30:00
552,9,2024-06-11,11:30:00,12:00:00
553,9,2024-06-03,13:30:00,14:00:00
554,9,2024-06-16,20:00:00,20:30:00
555,9,2024-06-09,21:00:00,21:30:00
556,9,2024-06-15,17:30:00,18:00:00
557,9,2024-06-30,21:00:00,21:30:00
558,9,2024-06-03,17:30:00,18:00:00
559,9,2024-07-25,12:00:00,12:30:00
560,9,2024-07-24,11:00:00,11:30:00
561,9,2024-07-03,19:30:00,20:00:00
562,9,2024-07-14,12:30:00,13:00:00
563,9,2024-07-02,09:00:00,09:30:00
564,9,2024-07-13,19:00:00,19:30:00
565,9,2024-07-14,08:00:00,08:30:00
566,9,2024-07-17,08:00:00,08:30:00
567,9,2024-07-11,19:30:00,20:00:00
568,9,2024-07-16,18:30:00,19:00:00
569,9,2024-07-08,14:00:00,14:30:00
570,9,2024-07-06,15:30:00,16:00:00
571,9,2024-07-29,12:00:00,12:30:00
572,9,2024-07-24,15:00:00,15:30:00
573,9,2024-07-12,16:00:00,16:30:00
574,9,2024-07-19,20:00:00,20:30:00
575,9,2024-07-16,20:30:00,21:00:00
576,9,2024-07-29,13:00:00,13:30:00
577,9,2024-07-19,17:30:00,18:00:00
578,10,2024-04-14,17:30:00,18:00:00
579,10,2024-04-24,14:30:00,15:00:00
580,10,2024-04-24,20:00:00,20:30:00
581,10,2024-04-21,19:00:00,19:30:00
582,10,2024-04-02,15:00:00,15:30:00
583,10,2024-04-11,15:30:00,16:00:00
584,10,2024-04-16,13:30:00,14:00:00
585,10,2024-04-03,21:30:00,22:00:00
586,10,2024-04-21,21:00:00,21:30:00
587,10,2024-04-29,18:30:00,19:00:00
588,10,2024-04-15,11:00:00,11:30:00
589,10,2024-04-19,10:30:00,11:00:00
590,10,2024-04-07,15:30:00,16:00:00
591,10,2024-04-06,17:00:00,17:30:00
592,10,2024-05-21,14:30:00,15:00:00
593,10,2024-05-15,16:00:00,16:30:00
594,10,2024-05-12,12:30:00,13:00:00
595,10,2024-05-30,10:00:00,10:30:00
596,10,2024-05-26,19:30:00,20:00:00
597,10,2024-05-18,12:30:00,13:00:00
598,10,2024-05-17,18:30:00,19:00:00
599,10,2024-05-09,15:00:00,15:30:00
600,10,2024-05-30,10:00:00,10:30:00
601,10,2024-05-10,17:30:00,18:00:00
602,10,2024-05-09,17:30:00,18:00:00
603,10,2024-06-23,13:30:00,14:00:00
604,10,2024-06-08,16:00:00,16:30:00
605,10,2024-06-11,20:00:00,20:30:00
606,10,2024-06-23,19:00:00,19:30:00
607,10,2024-06-18,21:00:00,21:30:00
